num,item,block,verdict,basis,gap_id,note
140,Task timeout handler,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
141,Agent message bus,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
142,Inter-agent communication protocol,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
143,Message serialization layer,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
144,Event broadcasting system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
145,Agent discovery network,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
146,Communication reliability monitor,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
147,Message ordering system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
148,Message deduplication,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
149,Communication retry logic,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
150,Agent conversation memory,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
151,Shared knowledge base,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
152,Collaborative planning engine,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
153,Shared context manager,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
154,Collaborative decision voting,P1.2 Multi-agent,NOT_ADOPTED,ITEM,,"Deterministic tie-breaking, Critic worker and user decision instead of voting (BS:1647)"
155,Conflict resolution mechanism,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
156,Agent negotiation system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
157,Multi-agent consensus builder,P1.2 Multi-agent,NOT_ADOPTED,ITEM,,"Deterministic tie-breaking, Critic worker and user decision instead of voting (BS:1647)"
158,Shared task board,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
159,Agent coordination policy engine,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
160,Agent hierarchy manager,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
161,Planner agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
162,Architect agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
163,Backend generator agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
164,Frontend generator agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
165,Database architect agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
166,Security agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
167,Testing agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
168,Deployment agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
169,Debugging agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
170,Refactoring agent,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
171,Agent performance metrics,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
172,Agent reliability scoring,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
173,Agent failure detection,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
174,Agent recovery system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
175,Agent resource monitoring,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
176,Agent health checks,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
177,Agent latency monitoring,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
178,Agent throughput metrics,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
179,Agent load balancing,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
180,Agent anomaly detection,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
181,Agent permission system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
182,Agent capability restrictions,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
183,Agent execution policies,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
184,Agent action auditing,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
185,Agent behavior monitoring,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
186,Agent safety constraints,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
187,Agent sandbox enforcement,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
188,Agent termination controls,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
189,Agent override system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
190,Agent escalation workflow,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
191,Agent performance feedback,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
192,Agent skill improvement loop,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
193,Agent behavior optimization,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
194,Agent knowledge updates,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
195,Agent collaboration improvement,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
196,Agent specialization learning,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
197,Agent strategy evolution,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
198,Agent experience memory,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
199,Agent pattern learning,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
200,Agent role evolution,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
201,Dynamic agent spawning,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
202,Agent cloning mechanism,P1.2 Multi-agent,NOT_ADOPTED,ITEM,,No adoption evidence; unbounded recursive spawning excluded (BS §48)
203,Swarm coordination engine,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
204,Distributed agent cluster,P1.2 Multi-agent,OUT_OF_SCOPE,ITEM,,Local-only desktop runtime; no distributed cluster (ADR-001)
205,Cross-agent reasoning,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
206,Agent delegation system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
207,Agent redundancy system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
208,Agent failover mechanism,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
209,Emergent coordination detection,P1.2 Multi-agent,NOT_ADOPTED,ITEM,,No adoption evidence; unbounded recursive spawning excluded (BS §48)
210,Agent topology optimizer,P1.2 Multi-agent,NOT_ADOPTED,ITEM,,No adoption evidence; unbounded recursive spawning excluded (BS §48)
211,Coordination graph builder,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
212,Coordination policy engine,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
213,Coordination metrics tracker,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
214,Coordination replay engine,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
215,Coordination simulation system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
216,Coordination debugging tools,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
217,Coordination visualization engine,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
218,Coordination trace logging,P1.2 Multi-agent,COVERED,ITEM,,"Fair-share scheduling/backpressure, idempotent retry, shared memory, reconciliation, task graph, audit trail, bounded delegation (BS §26/§52.12/§54/§66; TA §6/§7/§60)"
219,Coordination consistency checker,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
220,Coordination audit system,P1.2 Multi-agent,COVERED_FAMILY,FAMILY,,"Multi-agent runtime: BS §23, §26, §54, §60, §66; TA §3, §6, §7, §60"
221,Multi-language parser,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
222,AST generator,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
223,Syntax validation engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
224,Code tokenization engine,P1.3 Code understanding,COVERED,ITEM,,Tree-sitter parsers (TA:2267)
225,Structural code analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
226,Control flow graph builder,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
227,Data flow analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
228,Type inference engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
229,Static analysis engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
230,Code semantic analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
231,Code embedding generator,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
232,Function embedding system,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
233,Class embedding system,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
234,File embedding system,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
235,Repository embedding system,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
236,Code similarity search,P1.3 Code understanding,COVERED,ITEM,,"CodeDuplicationDetector / SemanticCodeFingerprintEngine (TA:2311, 2375)"
237,Code clustering engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
238,Code indexing system,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
239,Code metadata extractor,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
240,Code fingerprint generator,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
241,Function dependency graph,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
242,Class dependency graph,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
243,Module dependency graph,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
244,Package dependency graph,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
245,Circular dependency detector,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
246,Dependency impact analyzer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
247,Dependency risk scorer,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
248,Dependency visualization engine,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
249,Dependency change tracker,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
250,Dependency health scoring,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
251,Function purpose inference,P1.3 Code understanding,COVERED,ITEM,,"Semantic summaries in repository graph; KDoc/Javadoc mismatch detector (TA:2313, 2361)"
252,API usage detection,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
253,Code intent extraction,P1.3 Code understanding,COVERED_FAMILY,FAMILY,,"Android code intelligence and security intelligence: TA §47, §70; BS §43, §58"
